Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:2054009


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2054009;1;01/11/2025;1;"54,8";"219,3";3;10;1;1;1;;0;"0,0";"0,0";"54,8";"0,0";"0,0";"25,0";"2,6";"0,0";"0,0";"0,0";"0,0";"0,0";"39,1";"15,2";"11,1";"5,1";"0,1";"41,6";"0,0";"0,0";"0,0";"0,0";"0,0";"24,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2054009;1;01/10/2025;1;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;"0,0";"0,0";"0,0";"0,0";"0,0";"47,5";"0,0";"0,0";"0,0";"0,0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
2054009;1;01/05/2025;1;"38,1";"72,3";29;3;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"26,6";"0,0";"7,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"38,1";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2054009;1;01/04/2025;1;"71,3";"225,1";25;11;3;3;3;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,4";"0,0";"0,0";"0,0";"0,0";"0,0";"15,4";"0,0";"6,3";"14,1";"13,7";"21,3";"0,0";"34,6";"0,0";"18,6";"4,7";"0,0";"71,3";"0,0";"0,0";"16,7";"0,0";"0,0";;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0
2054009;1;01/03/2025;1;"49,2";"218,3";31;13;1;1;1;;0;"0,0";"6,7";"10,3";"0,0";"0,0";"11,7";"0,0";"0,0";"0,0";"0,0";"24,7";"11,8";"7,4";"0,0";"0,0";"8,5";"0,0";"0,0";"9,7";"7,8";"0,0";"0,0";"0,0";"11,5";"29,5";"0,0";"0,0";"0,0";"0,0";"29,5";"49,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2054009;1;01/02/2025;1;"34,7";"174,1";23;10;1;1;1;;0;"7,7";"0,0";"0,0";"0,0";"32,5";"19,7";"0,0";"0,0";"0,0";"0,0";"0,0";"16,3";"0,0";"12,4";"0,0";"0,0";"5,3";"0,0";"25,6";"0,0";"0,0";"0,0";"34,7";"0,0";"12,4";"7,5";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2054009;1;01/01/2025;1;;"114,0";;;0;1;0;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"20,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"38,8";"0,0";"24,7";"12,5";"0,0";"0,0";"11,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,6";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
2054009;1;01/12/2024;1;"55,7";"290,7";12;7;1;1;1;;0;"0,0";"0,0";"28,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"55,7";"40,2";"0,0";"32,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"55,4";"45,7";"0,0";"0,0";"0,0";"0,0";"0,0";"33,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2054009;1;01/11/2024;1;;"129,4";;;0;1;0;;0;"20,8";"35,7";"0,0";"0,0";"0,0";"0,0";"0,0";"12,8";"11,4";"0,0";"0,0";"0,0";"0,0";"0,0";"20,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"28,0";;1;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0
2054009;1;01/10/2024;1;;"178,1";;;0;1;0;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"44,5";"0,0";"27,7";"31,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"12,7";"0,0";"37,8";"0,0";"0,0";"23,6";"0,0";"0,0";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
